40,62,9
41,13,1
41,18,3
41,29,1
41,34,9
41,37,4
41,5,2
41,58,2
41,62,4
41,6,5
41,9,3
42,10,4
42,2,1
42,21,3
42,26,7
42,35,5
42,41,8
42,57,2
42,7,4
43,17,8
43,2,2
43,28,2
43,42,2
43,46,9
43,49,8
43,55,3
43,61,4
44,1,1
44,13,5
44,15,7
44,20,8
44,25,9
44,39,1
44,46,6
45,19,6
45,19,8
45,2,8
45,30,4
45,31,8
45,31,9
45,40,8
45,42,5
45,49,2
45,49,6
45,8,6
46,25,8
46,40,6
46,43,1
46,49,3
46,50,6
46,56,9
47,18,4
47,19,6
47,22,7
47,32,7
47,45,5
47,63,1
47,63,7
47,8,2
47,9,5
48,17,9
48,24,1
48,24,8
48,33,3
48,39,2
48,39,7
48,40,7
48,52,5
48,57,5
49,1,4
49,18,2
49,24,2
49,33,7
49,34,8
49,35,1
49,49,1
49,50,1
49,54,7
49,6,8
50,14,8
50,17,9
50,24,7
50,30,1
50,35,3
50,49,4
50,49,9
50,50,9
50,51,1
50,51,3
50,63,5
51,20,7
51,27,6
51,31,5
51,31,7
51,42,3
51,55,2
51,7,3
52,10,2
52,10,4
52,11,2
52,1,6
52,18,1
52,30,3
52,35,8
52,38,9
52,4,2
52,4,8
52,50,5
52,55,1
53,18,4
53,19,9
53,28,9
53,31,2
53,35,5
53,39,4
53,40,1
53,42,6
53,51,3
53,51,6
53,52,6
53,52,6
53,54,9
53,61,6
53,63,3
54,18,1
54,23,1
54,25,3
54,32,7
54,33,5
54,33,6
54,40,2
54,42,2
54,48,2
54,52,6
54,55,1
54,62,6
54,8,2
54,9,1
54,9,2
55,12,6
55,21,7
55,23,9
55,26,6
55,28,9
55,33,2
55,33,8
55,37,2
55,38,3
55,42,3
55,46,8
55,49,8
55,54,8
55,59,9
55,6,2
56,17,5
56,18,3
56,21,5
56,35,5
56,40,8
56,44,1
56,44,6
56,53,8
56,55,5
56,63,3
57,10,9
57,15,4
57,17,4
57,32,4
57,39,6
57,41,6
57,46,6
57,47,4
57,55,7
57,63,4
58,12,5
58,21,3
58,22,9
58,2,6
58,26,9
58,28,7
58,28,7
58,29,7
58,47,1
58,49,6
58,58,4
58,58,8
58,61,1
59,24,2
59,25,1
59,41,3
59,41,6
59,45,5
59,48,8
59,57,9
59,9,7
60,11,2
60,14,1
60,16,2
60,18,9
60,23,6
60,25,6
60,26,1
60,2,9
60,29,5
60,40,9
61,15,5
61,15,9
61,29,2
61,31,3
61,32,5
61,39,2
61,41,5
61,46,5
61,51,3
61,58,8
61,63,1
62,22,6
62,25,3
62,28,4
62,35,8
62,42,3
62,46,9
62,49,3
62,51,8
62,52,7
62,56,3
62,56,8
62,60,1
63,16,8
63,21,1
63,22,6
63,2,7
63,32,7
63,35,2
63,3,7
63,4,3
63,47,9
63,50,1
64,3,2
64,3,7
64,40,9
64,41,2
64,46,8
64,48,3
64,50,2
64,5,1
64,52,6
64,52,8
64,58,5
64,59,4
64,60,9
64,63,2
64,8,2
65,16,6
65,22,2
65,2,4
65,3,5
65,3,7
65,38,2
65,49,4
65,54,4
65,62,3
65,6,8
66,12,5
66,12,8
66,14,4
66,27,5
66,28,4
66,48,3
66,50,5
66,51,5
66,53,9
66,60,5
66,62,4
66,62,8
66,7,4
66,7,9
67,1,4
67,15,4
67,16,5
67,2,4
67,2,6
67,44,4
67,47,5
67,59,1
67,60,1
67,60,3
67,63,8
67,6,4
67,6,5
68,16,7
68,43,4
68,4,6
68,54,4
68,54,9
68,55,7
68,59,5
68,7,4
69,11,2
69,12,8
69,15,6
69,1,6
69,16,4
69,25,8
69,37,7
69,41,8
69,48,7
69,8,1
70,13,9
70,17,3
70,22,3
70,2,6
70,29,4
70,3,1
70,36,8
70,38,3
70,4,7
70,52,5
70,55,6
70,56,3
70,57,4
70,62,5
70,63,2
71,13,9
71,22,4
71,36,7
71,46,1
71,57,2
71,58,5
71,8,8
72,15,2
72,16,1
72,36,1
72,37,3
72,37,9
72,38,3
72,40,3
72,42,1
72,53,4
73,1,2
73,14,3
73,16,3
73,19,5
73,20,9
73,30,3
73,46,3
73,50,7
73,51,7
73,54,1
73,62,5
73,63,2
73,9,1
74,14,2
74,22,2
74,23,7
74,24,7
74,27,2
74,37,5
74,39,4
74,40,2
74,47,8
74,5,2
74,57,9
74,58,4
74,60,3
74,6,8
75,18,4
75,19,5
75,3,2
75,36,3
75,39,9
75,4,2
75,53,7
75,57,3
75,62,8
76,10,9
76,11,3
76,15,4
76,18,4
76,21,9
76,30,7
76,3,1
76,35,9
76,36,1
76,41,1
76,46,3
76,51,6
76,52,3
76,58,6
77,12,7
77,13,3
77,15,7
77,16,5
77,29,2
77,31,4
77,34,7
77,38,6
77,41,4
77,46,5
77,51,4
77,51,6
77,5,6
78,13,8
78,18,7
78,27,9
78,50,1
78,6,9
78,7,9
78,8,7
78,9,4
79,12,4
79,30,6
79,32,9
79,47,8
79,5,1
79,52,9
79,53,7
80,10,1
80,1,4
80,1,6
80,23,4
80,28,3
80,35,7
80,40,9
80,59,2
81,10,5
81,11,5
81,24,4
81,30,3
81,35,6
81,43,5
81,47,1
81,57,7
81,61,9
82,19,9
82,20,5
82,28,1
82,43,8
82,45,3
82,51,3
82,55,4
82,55,5
82,7,3
83,15,3
83,19,9
83,20,5
83,22,7
83,29,8
83,36,3
83,5,1
83,51,1
83,62,8
83,6,4
83,7,9
84,17,4
84,22,7
84,26,9
84,28,9
84,41,1
84,48,9
84,53,6
84,55,9
84,56,6
84,58,4
84,9,2
85,14,8
85,20,5
85,25,3
85,30,5
85,31,3
85,45,2
85,49,6
85,53,9
85,57,6
85,62,4
85,63,7
85,7,2
86,21,9
86,35,6
86,36,3
86,37,3
86,40,4
86,45,6
86,47,9
86,56,1
86,58,6
86,9,2
86,9,4
87,13,1
87,33,5
87,39,6
87,44,2
87,53,7
87,56,6
88,11,9
88,13,2
88,25,1
88,41,6
88,42,7
88,44,4
88,47,7
88,5,2
88,55,9
89,13,3
89,17,4
89,22,9
89,27,5
89,32,7
89,40,3
89,4,8
89,53,4
89,5,5
90,12,4
90,17,1
90,2,1
90,28,2
90,33,5
90,35,4
90,43,6
90,48,4
90,59,6
90,60,3
91,23,6
91,24,2
91,30,6
91,35,9
91,60,8
91,8,2
92,15,3
92,16,6
92,32,6
92,38,7
92,46,6
92,6,2
92,7,5
93,14,5
93,18,9
93,22,2
93,40,1
93,49,8
93,5,7
93,7,2
94,18,7
94,21,4
94,24,4
94,25,1
94,31,5
94,3,3
94,38,8
94,43,8
94,44,7
94,61,6
94,62,4
95,20,9
95,25,2
95,29,3
95,32,9
95,38,1
95,39,1
95,40,3
95,41,3
95,46,6
95,49,4
95,51,1
95,57,4
95,6,5
96,11,1
96,11,2
96,11,8
96,20,7
96,22,8
96,28,8
96,42,7
96,55,1
96,7,4
96,8,2
97,11,7
97,14,3
97,15,6
97,18,2
97,20,5
97,2,5
97,27,4
97,40,5
97,4,8
97,57,2
97,5,9
98,20,4
98,2,6
98,26,9
98,28,2
98,35,7
98,37,4
98,53,1
99,16,9
99,25,2
99,3,8
99,45,9
99,4,6
99,58,1
99,58,5
99,7,2
99,8,7
